review,rating
Sistem terlalu berpihak pada penjual. Pembeli cenderung dirugikan. Proses pembatalan pesanan harus dikonfirmasi dulu oleh penjual? Tolol atau bagaimana? Jelas-jelas dalam hal ini penjual tidak kooperatif. Seandainya ga terpaksa mah sudah saya hapus ini aplikasi dari hp saya.,1
ga jelas tokopedia care masalahnya apa yang di jawab apa wah kacau,1
"tolong ya untuk tokopedia jangan gunakan kurir sicepat kedaerah pagelaran cianjur jawabarat,,tu kurir kaga bener masa paket udah dikurir tinggal nganter malah dibawa return lagi,,lemot lagi udah bbrapa hari blm sampe2 kerumah,malah di return...saya udah bela2in ada dirumah dari 2hari yg lalu..dia wa mohon siapkan uang...tapi ditunggu2 ga ada...di wa malah ga dibales.. mnding gunakan JNE atau J&T",1
"proses pengirimannya lambat, terutama dari penjual ke kurir. prosesnya gk jelas dan terkesan seenaknya.",1
belanja tercepat tanpa ribet..satset,5
"CS nya kurang responsif, tokopedia care tapi kurang care 👎",1
"Saya sih aman aman aja tuh..., saya tambah kekurangan yg mudah²an bisa di tambahkan, yaitu soal Lacak tdk menggunakan google map... tolong di tambahin biar kyk aplikasi sebelah...",5
"sekarang customercarenya terjadi gangguan sudah 2hari, dan batas waktu yang diberikan hampir habis ini sangat merugikan makin mengecewakan, dan dapat balasan untuk menghubungi tokopedia care kembali lagi ke masalah diatas",1
"penyelesaian masalahnya gak guna, kurir rekomendasinya seenaknya, pelayanan gak jelas",1
keren.,4
"opsi alamat kurang jalan dan gang, nyusahin kurir ama pembeli.",1
bagus,5
tolong segera tindak lanjuti bila adalaporan penjual yg tidak amanah,4
aplikasi gabisa di buka suuu,1
praktis,5
bagus,3
banyak fungsi yang berguna tadi nya ada jadi tidak ada. misal sort berdasarkan jarak dan filter 2 barang dalam 1 toko. dll,2
mantaplah,5
Dulu suka belanja disini..tp sudah 2x mulai ada seller2 nakal berkedok promo jualan ga sesuai deskripsi jadi males belanja disini.Tolong dsediakan cust care yg bisa chat langsung dg CS mengenai pengajuan komplain atau laporan2 terkait seller nakal yg mengirim barang tidak sesuai deskripsi agar bisa cepat di tindak lanjuti.sayang jika reputasi tokopedia yg sdh bagus jadi jelek berkurang karena ulah seller2 yang nakal sperti ini.,5
mantap,5
Bikin menyenangkan untuk belanja di toko pedia 😍🤗😎,5
"hanya masukan klo bisa di jangkau sampe ke kepulauan, karna sudah banyak perahu online beroperasi",4
mudah banget bayar'a,5
apk makin gak jelas..order barang bayi (popok mamypoko 3 dus) yg datang cesing hp..ikutin cara ajukan komplain malah byk bugsnya.. apa kah sengaja mempersulit komplain konsumen utk melindungi toko penipu nya disini ?????,1
"Sebagai seller, produk dihapus tanpa pemberitahuan. Udah begitu sama di daftar produk masih ada dan tidak bisa dihapus sendiri. Kacau, tolong lah sistemnya diperbaiki",1
"bintang satu gan, hati2 transaksi di aplikasi ini terutama melalui virtual bank atau lain nya yg bayar duluan,rawan oknum2 nakal di dalam nya... pengalaman saya 2 hari lalu , beli komik 1 set harga total semua termasuk ongkir Rp 528.300 via bank ternyata di cancel alasan tidak masuk akal juga karena ongkir kosong terus dana yang di refund tidak full cuman Rp 364.900 otomatis Rp 163.400 ntah kemana...sudah komplen ke cs nya tidak ada tanda2 bakal serius di balikin seolah2 sistem nya sudah benar",1
ajib euyy,5
lelet upload konten affiliate,3
apk nya bagus barang nya juga bagus tidak ada penipuan,5
astaghfirullah beberapa kali belanja di sini banyak toko yg tidak amanah... voucher hilang begitu saja. semoga bisa menjadikan koreksi dalam memilah seller yg amanah,2
"baru aja kemaren kena tipu oleh toko penjual di tokped, masa order minyak satu dus yang datang casing handphone",2
menurut saya sih Uda bagus ini apk nya dan kalo beli bisa cod cuman tolong kalo paket udah mau di kirim kasih no kurir nya soalnya susah kalo mau ngasih tau alamat kita atau paket ga Dateng Dateng tinggal cet kurirnya KLO ga ada no kurir kan ga bisa cet itu aja sih,5
sangat kecewa dengan tokopedia saya beli 2 barang promo tpi waktu saya co barang yg dikirim tidak sesuai dan link produknya sudah dihapus,1
"bagus si cuma ituu dana refundnya kenapa ga bisa masuk rekening ku huhuhu, ini seharusnya toko toko kalo stok habis ada tulisannya, ini ga ada samsek, tb tb abis bayar, kecancel langsung.",5
bagus,5
"Pengiriman lama tidak seperti dulu , sat set.sat set. Jadi bintangnya turun deh, belum lagi banyak seller (penjual) tidak profesional , maen cancel sepihak, mau ngirim paket berbelit-belit, tidak seperti toko online sebelah.",1
"aduh nyesel saya melaporkan tindakan penjual yang akan melakukan penipuan, malah akun tokopedia saya di blokir, ngga bisa buat transaksi sama sekali, ini kenapa tokopedia care respon sangat lambat banget sie, kerja ngga sie",1
tolong ya untuk kurir2nya diusahain pada jujur sampe 3x loh dapat kurir ga beres kalau perlu tuh cantumin nama kurirnya kaya di apk lain masa iya paket org di buka trus diambil 1 pack seharga 100rb dipacking ulang kasihan woi penjual nya yang lain pesan paket udah bayar trus pura2 ke depan rumah foto malam2 jam 9 tapi paketnya diambil sendiri sama dia hadeuh tokped merugikan penjual dan pembeli inimah cuma gara2 kurir ga jelas,1
"mohon chat ke penjual bisa di hapus biar tidak penuh ram khawatir jadi berat kinerja topednya soalnya menyimpan data², dan tolong di perbaiki ngeblanknya",4
alasan nya karna istri,5
"promonya sih sudah Bagus tapi kurirnya itu loh katanya kurir rekomendasi tapi lelet, sudah mahal lelet bgt ga kek toko sebelah padahal gue kalo belanja ditoko sebelah walaupun jasa kirimnya sama tapi ga lelet kek beli ditoko ini, perbaiki lah",3
ok lah,5
"tokopedia ga seperti dulu lagi kebanyakan seller cuma pajang barang tapi stoknya kosong.parah banget. pesan barang kosong, tidak di kirim.buang2 waktu",1
sangat baik dan cepat jg mudah,5
good,5
cukup membantu,5
ok,5
mantabs,5
Paket berhasil sampai dengan baik,5
makin hancur... apalagi nanti mei seller hrs nunggu 6 hr spy duit cair... preer,1
uang refund saya ga di balikin cs nya jawab nya cuman 1x sehari gilaaa GAA REKOMEND BUAT BELANJA DI SINI MENDING SHOPE AJAA YAHH WEHHH,1
"pelayanannya baik ,mudah ,dan cepat sampai",5
"Mohon untuk riwayat chat di aplikasi tokped penjual maupun aplikasi tokped seller bisa diaktifkan lagi pilihan menu hapus chat, sangat mengganggu sekali.",3
gk banyak promo,2
"untuk penjualnya, jujur lah, klo barang emg kondisi gambling, bilang aja gambling, beli hp bilangnya normal, yg sampai ke saya hp blank, putih semua, ga muncul tulisan apa2",4
so far so good...lah,5
buruk,1
Tingkatkan terus update layanan untuk pelanggannya,5
"pengiriman lambat, padahal sudah hampir 3 hari sampai di kota ku, sampai sekarang blum sampai",1
pengiriman lama dari tanggal 4 sampai 11 belum di kirim jir 🤣,1
apk parah.paylatter kadang muncul kadang hilang pdhl member sudah lama saya,1
Mantap Mantap aangat membantu,5
mempermudah berbelaja,5
"pengalaman beli ditoko ini cek out dr sebelum lebaran udh 2 mingguan kali barang ga dtg"" katanya dikirim tp ga sampe mending bli di toko Oren di cancel gabisa orang dibikin nunggu! g bgt👎",1
terima kasih,5
belanja jadi menyenangkan,5
walaupun voucher nya dikit lumayan la,5
"giliran dpt promo murah,barang tidak dikirim",1
tidak Recommended beda sama lapak sebelah...ini AQ baru beli dpt diskon batal otomatis semua seperti permainan aja,2
kenapa sekarang gak ada gratis ongkir dan pengiriman dari jasa kirim lambat sampai?,3
"Tokopedia yang beli costumer, yang nerima costumer. masa komplain costumer udah full bukti penjual yang menang. Jaminan pembeli untuk barang tidak sesuai. Masih buruk bnget. Beda ma sebelah yg orange",1
"aplikasi bobrok. ngerugiin seller banget. klo sebagai seller jgn pake aplikasi ini. uang gak dapet, barang gak balik. bobrok",1
"TOKOPEDIA sekarang agak ribet barang gk ada diskon jarang gratis ongkir , udah beda jauuuh dengan yang dulu itu sering diskon dan banyak Diskon sampek separuh harga barang nya , dah gitu cari apa aja lengkap gak seperti sekarang pengiriman juga gk seperti dulu ,,",1
mantap,5
DISKON TOKOPEDIA makin gak jelas. beli 1 diskon 24%. tapi giliran beli 50pcs diskonnya jadi 4%..aplikasi apa ini. harusnya beli 1 harga normal. beli banyak dapat diakon besar...awas hati pengikut TOKOPEDIA harap perhatikan ketika mau CO. lebih transparan si ORANGE.,1
parah udah brp kali pesan batal otomatis sepihak lucu sekali padahal bnr² membutuhkan barang tersebut,1
bagus,5
loginnya tambahin lewat tiktok,1
Cukup Nyaman Buat Blanja ..Hanya Saja APL ini Masih Cukup Berat Buat Hp Rendah. kalo Bisa Adakan Versi Lite..,5
"bertahun tahun pake apk Tokopedia,,baru kali ini gangguan terus dr ngk bisa cari barang sekarang malah ngk bisa masuk,,kecewa bgt",1
luar biasa terimakasih buat toped,5
Mantap,5
"pelayanan customer servicenya sangat lambat,saya kena orderan fiktif berupa cod enggak di bales chatnya,padahal barang masih ngestuck di gudang jakarta pusat,dan perlu di bantu untuk di batalkan agar bisa dikirim ke alamat saya oleh tokped (kata orang jnenya),parah mending beralih ke toko oren aja",1
sangat murah dan banyak promonya trimakasih tokopedia,5
kenapa sekarang tidak bisa menghapus chat antara penjual & pembeli ya?,5
bagus aplikasinya☺️,5
"saya kasih bintang 4 aja karna masih banyak yg harus di perbaiki di app ini, 1. pesan / chat yg tidak bisa di hapus. 2. status pengiriman yg late update nya atau sulit utk melacak karna tdk ada nya map secara online seperti toko sebelah 3. banyak toko yg tidak update stok nya / tidak ada stok tapi masih di jual 4.layanan customer care yg kurang update karna cuma cek system masih proses dia ikut jawab proses bukan bantu untuk tekan ke penjual atau kurirnya. 5. masih banyak toko yg tdk responsif",4
ok,5
sangat baik,5
"Paket diproses terus gk pernah di kirim"" baru pakai tokopedia udh dua kali kayak gini rugi 200k",1
bagus tapi susah buat cod,2
saldo gopay menguap secara ajaib setelah buka aplikasi Tokopedia. #pastiadajalan mencuri saldo pelanggan. #pastiadajalan untuk melarikan diri dari tanggung jawab. #pastiadajalan untuk tetap menipu pelanggan.,1
mantap,5
Separah itu kah kurir Tokopedia dari tgl 04 sampe Tgl 11 blm datang hmmm BUTA MAP,2
seler² terbaik,5
Tksh karena dana'x masih bisa digunakan,5
mntap,5
Kenapa android 5 tidak bisa instal aplikasi ini,5
saran untuk tokped mending expedisi J&T di hapus aja expedisi ngga jelas pesen paket udh 2x segitu cod malah tidak dikirim,5
Gabisa masuk,5
jos,5
tidak di sarankan membeli dimarketplace ini..kurir kayak keong.,1
lama lama seperti pedagang kaki lima.. pesanan kebanyakan di cancel.. lebay,1
the best,5
pindah akun ke handphone baru saja susahnya minta ampun. verifikasi whatsaap gk dikirim2 berkali-kali nunggu 1 jam. payahhhh.....,3
"Jeleknya aplikasi tokopedia sekarang kalau keluar dari 1 toko pasti ngerefresh dan kembali ke awal lagi walaupun sudah scroll sampai bawah, jengkelin sekali..",2
sangat cepat,5
"komplain tidak di tanggapi, banyak seller nakal merugikan konsumen tidak di tandak lanjuti. harusnya di keluarin dari aplikasi untuk seller yang nakal",1
sudah. bagussssssssss!!!!!!!!,5
"sistem nya kagak jelas, tiap pesan instan, ada aja drama nya. proses pencarian kurir pun 1 jam lebih.",1
masalah sudah diselesaikan. thanks,5
semoga bisa membantu saya dalam keuangan,5
MANTUL,5
baik,3
"terpaksa saya komplen lewat Sini.. tokopedia banyak mavia nya mungkin sudah kerja sama dengan TOKO penjual. saya pesan barang 2 yg di antar 1. dan saya merugi perihal nominal juga lumayan.. tidak ada solusi dan tidak ada tindak lanjut untuk pengembalian barang.. saya KAPOK belanja di toko pedia customer toped tidak merespon dan tidak membantu bahkan keluhan saya di abaikan,.,.,.,., saya ga iklas dan saya ga rido",1
"penarikan / withdraw terlalu lama, jadi mikir dua kali kalau beli lagi nantinya, pengembalian dana masuk saldo tokped, mau ditarik malah lama, jdi ga jdi jadi buat beli ulang karena uangnya nyangkut, ini gmna ya allah",5
saya sering belanja onlen lewat shoppy kali ini ingin belanja lewat aplikasi lain yaitu toko pedia,4
mengapa sekarang diskusi pertanyaan seputar produk dihilangkan? hanya via japri seller saja.,1
"no hp lama sudah hilang dan oleh provider dijual ke orang lain, ubah ke no baru susah minta ampun, tutup akun juga harus verif, ribet",1
Semoga aman Semoga aman,4
bisa buat beli kucing ga si,3
good,5
aplikasi yg bagus dan membantu,5
Aduh,5
apk bagus,5
oke,3
Tokopedia adakah toko terbaik jual beli barang bekas. no tipu-tipu no drama komunikasi juga mudah terimakasih Tokopedia semoga kedepannya makin besar. dan bisa berkerjasama dengan toko online bekas lain di luar negeri.,5
di curangin saya. gopay coin tidak di kasih. padahal jelas2 saya sudah ngajak teman sampai 4 org dan sudah pada belanja tapi gopay coin ga didapatkan hingga saat ini.,1
pesanan lama samapi tidak bisa dibantu,1
Beli barang di dalam kota malah di bawa oleh pihak expedisi keluar kota😅,4
parah...,1
"keren, smoga makin barokah masyarakat aplikasi Tokopedia .",4
mantapp,5
"Tokopedia mohon ditertibkan para penjualnya, mana yang beneran jualan mana yang hanya cek ombak doang. Sudah dibayar namun diabaikan sama penjualnya sampai Batal Otomatis, sudah dichat tidak ada respon. Minimal dikasih sanksi lah, bikin konsumen kecewa",2
semoga tepat waktu,5
ancen jossss👍👍👍👍👍👍,5
"saya mau komplain barang error terus, jadinya saya gabisa komplain dan ketipu. payah emang Tokopedia ini",1
bagus,5
mantap simple,5
"payah ngk di seleksi toko2 nakal, beli minyak yg dateng casing hp, sudah di komplain penjual kasih alamat tidak jelas, sudah chat care kalo toko indikasi penipuan,tokped ngk ada solusinya",1
"gabisa ngebatalin anjir, udah gitu lama pengantaran nya, bonus nya juga ga ada, kek Shopee",2
APLIKASI TIDAK AMAN. MASA GOPAY LATER SAYA BISA DIBOBOL ORANG YANG PAKAI APLIKASI MITRA TOKOPEDIA PADAHAL SAYA TIDAK PERNAH INSTALL BAHKAN TIDAK TAU KALO ADA APLIKASI MITRA TOKOPEDIA BISA LOGIN PAKAI GOPAY LATER SAYA,1
belanja mudah dan harga ekonomis,5
mantappppppp,5
sekarang tidak ada gratis ongkirnya.meskipun toko ada logo gratis ongkir tapi ketika CO tetap bayar ongkir.udah gitu ketika CO pagi ini maka barang baru dikirim besok sore bukan di kirim di hari yang sama.terlalu lama prosesnya tidak seperti aplikasi S dan L yang begitu CO sebelum jam 12 langsung si kirim hari itu juga.sangat kecewa dengan layanan ini.,1
"sejak ditinggal founder tokped jd kacau! jarang kasih vc diskon. Refund biaya daftar kartu debit gk pernah ada ! Refund dana pembatalan/komplain retur hrs tunggu 14hari kerja kdg belum masuk jg... Alasan refund jg opsi terbatas. Pembatalan nunggu otomatis lama sementara penjual masa 😵bodoh, jd ingat hrs chat dulu. Klaim asuransi makin ribet hrs isi form dan KTP asli. Adm Dylan jg kurang bs memberi solusi memuaskan. Cs ada telp tp gk kasih kompensasi ataupun perubahan trus gapain sih telp?!",3
baik,4
"aneh sy pke paylaterya ga pernah nunggak, bayar sebelum jatuh tempo tpi di bekukan",1
Tokopedia mantab keren,5
siiip,5
nyaman berbelanja,5
kenapa tidak bisa digunakan untuk tanyaDiskusi saat ingin membeli barang? .,2
aplikasi nya bagus dan jika pembelian gagal ada saldo refund,5
"""Efektif, efisien, tunggu cashbackannya. semoga keamanan data dapat terus dijaga!""",5
masih sering blank putih. tidak bisa ngapa-ngapain kecuali di restart aplikasi nya. dan itu sangat mengganggu saat sedang melakukan pencarian barang harus mulai lagi dari awal.,2
Apakah Pihak Tolopedia tidak bisa Hiring SDM yg baik Untuk posisi CS ya? ada fitur bantuan Tokoedia tp Chat CS nya tidak pernah balas,1
bagus,4
lancar dan cepat,5
"sudah beli barang, tapi barang yg sudah di bayar gk datang",1
"sukak, sejauh ini meskipun ongkir mahal dia pengiriman nya cepet dan pihak² ekspedisi nya gesit, admin olshop nya kalo ngirim barang juga di hari pemesanan itu juga, semoga tetap kek gini ya Tokopedia!! lopyu 🫰🏻😻",5
"menggunakan kurir rekomendasi Tokopedia sangat sampah, berbeda dengan toko Orange. fitur customer service dan bantuannya sangat buruk sekali Tokopedia ini, jauh sekali dari toko Orange. perbaiki lagi customer service dan bantuannya itu, buruk sekali.",1
"saya ga tau ya yg bilang apk ini bagus siapa lemotttt lambatnya minta ampunn daahh ngirim paket aja masa estimasi 2 Minggu parah dah ini parah, apk kacauu ini apk atau kura² sih kok lambatttt",1
oke,5
"gabisa verifikasi data diri pdhl udh pernah ngisi, udh pernah complain gada solusi dr pihak tokpednya kecewa!",1
TOP,5
gopay later mendadak tak bisa buat transaksi.,4
"Min Tolong dong pengiriman nya lama banget,,nyobain pake instant respon seller nya parah...kapok ah ...",2
Seller diperas,1
"pencairan dana buat penjual.6 hari bila pembeli tidak klik selesai transaksi...2 hari aja,sy udah pusing..apalagi 6 hari",1
bgus,5
Ok Yes,5
lemot,5
pengiriman lama. diaplikasi lain biasanya 3hari nyampe. ini 2minggu gak nyampe2. gak lagi2 dah beli ditokped,1
"sering kali orderan dibatalkan sistem nga 1,2 kali dibatalkan sistem, banyak buyer yang tidak bisa cek out",1
